Epoch,Accuracy,Loss
1,0.5854666666666667,0.2811827994314335
2,0.7599666666666667,0.18826970363260923
3,0.8278666666666666,0.13807036474826254
4,0.8525166666666667,0.1160448700981906
5,0.8668333333333333,0.10536146292215602
6,0.8758333333333334,0.09766095177965342
7,0.8821666666666667,0.09194894172096585
8,0.8889666666666667,0.08715954363828345
9,0.89275,0.08417307656410775
10,0.8980166666666667,0.08073539438322255
