Epoch,Accuracy,Loss
1,0.6138,0.271937149415866
2,0.7857,0.17096283837866952
3,0.8342666666666667,0.13066744564499838
4,0.8568,0.11312558440729245
5,0.8669833333333333,0.10460166283666206
6,0.8758,0.09705624694062784
7,0.8835,0.09228088300314134
8,0.8905333333333333,0.08686400726121955
9,0.8948666666666667,0.08376963601747171
10,0.8964666666666666,0.08175168058837683
11,0.9009333333333334,0.07894672668080269
12,0.9019666666666667,0.0774011607846969
